Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Cred_length,Home_OTHER,Home_OWN,Home_RENT,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE,Default
24,0.008005336891260841,8.0,0.13043478260869565,7.4,0,0.12048192771084339,2,0,1,0,0,0,0,1,0,0
30,0.01134089392928619,1.0,0.2753623188405797,9.99,0,0.16867469879518077,7,0,0,1,0,0,0,0,0,0
24,0.007838559039359573,1.0,0.07246376811594203,8.9,0,0.07228915662650602,2,0,0,1,0,0,0,0,0,0
52,0.01350900600400267,5.0,0.014492753623188404,8.9,0,0.012048192771084338,28,0,0,1,0,0,1,0,0,0
32,0.01674449633088726,17.0,0.6811594202898551,8.9,1,0.2771084337349398,5,0,0,0,0,0,0,0,0,0
27,0.006537691794529687,4.0,0.2753623188405797,7.49,0,0.2771084337349398,10,0,0,1,1,0,0,0,0,0
22,0.005671114076050701,0.0,0.07246376811594203,12.92,0,0.0963855421686747,3,0,1,0,0,0,0,0,1,1
22,0.013675783855903935,7.0,0.5072463768115942,13.48,1,0.2530120481927711,2,0,0,0,1,0,0,0,0,0
29,0.00867244829886591,4.0,0.21739130434782605,11.49,1,0.16867469879518077,5,0,0,0,0,0,1,0,0,0
24,0.006170780520346898,9.0,0.2753623188405797,15.33,0,0.2891566265060241,4,0,1,0,0,1,0,0,0,0
32,0.03602401601067378,13.0,0.9420289855072463,20.3,0,0.18072289156626506,9,0,0,0,0,1,0,0,0,0
23,0.019346230820547032,7.0,0.12753623188405797,7.14,0,0.04819277108433735,4,0,0,0,0,0,0,0,0,0
23,0.007171447631754503,7.0,0.3333333333333333,16.29,1,0.31325301204819284,3,0,0,1,0,0,0,0,0,1
32,0.022831887925283522,1.0,0.2753623188405797,14.79,0,0.08433734939759038,9,0,0,1,0,0,0,1,0,1
27,0.00933955970647098,11.0,0.5652173913043479,10.51,1,0.3975903614457832,7,0,0,1,0,0,0,0,1,0
27,0.006703802535023349,2.0,0.14492753623188404,13.8,0,0.14457831325301204,10,0,0,1,0,0,0,0,0,0
38,0.0033135423615743833,0.0,0.21014492753623187,12.53,1,0.3855421686746988,14,0,0,0,0,1,0,0,0,0
22,0.004878252168112075,0.0,0.06666666666666667,15.62,1,0.0963855421686747,3,0,0,1,1,0,0,0,0,1
24,0.01079886591060707,6.0,0.2753623188405797,6.17,0,0.18072289156626506,4,0,0,1,0,0,0,0,0,0
23,0.006837891927951968,6.0,0.14782608695652172,11.71,0,0.14457831325301204,3,0,0,0,0,0,1,0,0,0
36,0.011507671781187459,3.0,0.10144927536231883,11.12,0,0.06024096385542169,16,0,0,1,0,0,0,1,0,0
25,0.007671781187458306,2.0,0.5362318840579711,10.99,1,0.45783132530120485,4,0,0,1,0,1,0,0,0,0
24,0.004670446964643095,3.0,0.13043478260869565,13.23,0,0.1927710843373494,2,0,0,1,0,0,0,0,0,0
35,0.014342895263509008,3.0,0.3043478260869565,11.99,0,0.14457831325301204,10,0,0,1,0,0,0,0,0,0
26,0.00933955970647098,8.0,0.26956521739130435,10.99,0,0.1927710843373494,4,0,1,0,0,0,0,0,1,0
48,0.0018345563709139426,4.0,0.043478260869565216,12.84,0,0.15662650602409642,14,0,0,1,0,0,0,0,0,1
26,0.017679119412941962,1.0,0.3333333333333333,10.36,0,0.13253012048192772,3,0,0,0,0,0,0,0,1,0
25,0.024349566377585057,9.0,0.5652173913043479,14.65,0,0.15662650602409642,4,0,0,0,0,0,1,0,0,1
28,0.003535690460306871,2.0,0.0927536231884058,9.62,0,0.18072289156626506,8,0,0,1,1,0,0,0,0,0
23,0.010006671114076052,0.0,0.3333333333333333,13.16,0,0.22891566265060243,2,0,0,1,0,0,0,1,0,0
33,0.012516677785190129,17.0,0.3550724637681159,15.95,1,0.16867469879518077,10,0,0,0,0,0,1,0,0,0
23,0.006137424949966644,4.0,0.2869565217391304,10.0,0,0.30120481927710846,2,0,0,0,0,0,1,0,0,0
31,0.00708805870580387,7.0,0.21739130434782605,13.04,0,0.20481927710843376,6,0,0,0,0,0,0,1,0,1
39,0.013675783855903935,19.0,0.15942028985507245,14.84,0,0.08433734939759038,13,0,0,1,0,1,0,0,0,1
23,0.003535690460306871,3.0,0.014492753623188404,11.48,0,0.04819277108433735,4,0,1,0,1,0,0,0,0,0
25,0.0033355570380253505,9.0,0.263768115942029,11.71,1,0.48192771084337355,4,0,0,1,0,0,0,1,0,0
24,0.011841227484989992,5.0,0.3333333333333333,5.99,0,0.1927710843373494,4,0,0,0,0,1,0,0,0,0
25,0.01908655770513676,7.0,0.12753623188405797,10.99,0,0.04819277108433735,2,0,0,0,0,0,0,0,0,0
34,0.02234823215476985,18.0,0.05507246376811595,19.91,1,0.024096385542168676,7,0,0,0,0,1,0,0,0,1
36,0.039026017344896594,2.0,0.7101449275362319,15.95,1,0.13253012048192772,17,0,0,0,0,0,0,0,0,0
23,0.011841227484989992,7.0,0.3333333333333333,12.53,0,0.1927710843373494,3,0,0,1,0,0,0,1,0,0
26,0.026017344896597735,6.0,0.7101449275362319,12.23,0,0.1927710843373494,4,0,0,1,0,0,0,1,0,1
50,0.014342895263509008,2.0,0.6811594202898551,11.36,0,0.32530120481927716,13,0,0,0,0,0,0,0,1,0
21,0.0033355570380253505,5.0,0.043478260869565216,11.14,0,0.0963855421686747,4,0,0,1,1,0,0,0,0,0
26,0.020096731154102737,10.0,0.15942028985507245,10.62,0,0.06024096385542169,2,0,0,0,0,0,0,1,0,0
24,0.014464643095396933,6.0,0.21739130434782605,10.99,0,0.10843373493975904,2,0,0,0,0,1,0,0,0,0
28,0.01467645096731154,11.0,0.7101449275362319,19.29,0,0.32530120481927716,9,0,0,0,1,0,0,0,0,1
38,0.014543028685790528,0.0,0.24637681159420288,12.68,0,0.12048192771084339,11,0,0,0,1,0,0,0,0,0
22,0.005170113408939293,7.0,0.10144927536231883,7.29,0,0.13253012048192772,2,0,0,0,0,0,0,0,1,0
30,0.00817211474316211,4.0,0.3333333333333333,6.03,0,0.2771084337349398,7,0,0,1,0,0,0,0,0,0
34,0.017678452301534357,9.0,0.5652173913043479,10.99,0,0.21686746987951808,9,0,1,0,0,1,0,0,0,0
23,0.011974649766511008,0.0,0.18840579710144925,6.54,0,0.10843373493975904,2,0,0,1,0,0,0,1,0,0
21,0.0018945963975983988,0.0,0.0318840579710145,12.69,0,0.12048192771084339,3,0,0,1,0,0,0,0,0,0
33,0.0057371581054036025,0.0,0.4623188405797101,10.65,0,0.5180722891566265,8,0,1,0,0,0,0,0,1,0
33,0.01100667111407605,11.0,0.0782608695652174,9.99,0,0.06024096385542169,8,0,0,0,0,0,1,0,0,0
28,0.005336891260840561,1.0,0.10144927536231883,12.42,0,0.13253012048192772,10,0,0,1,0,0,0,0,0,0
32,0.004336224149432955,16.0,0.18840579710144925,6.99,0,0.2771084337349398,6,0,0,0,1,0,0,0,0,0
27,0.006837891927951968,4.0,0.5652173913043479,12.84,0,0.5301204819277109,10,0,1,0,0,0,0,0,1,0
41,0.0045030020013342225,0.0,0.25362318840579706,16.49,1,0.3614457831325301,13,0,0,1,0,1,0,0,0,0
31,0.005670446964643095,1.0,0.38405797101449274,15.21,0,0.43373493975903615,5,0,1,0,0,0,0,1,0,0
38,0.026017344896597735,12.0,0.3913043478260869,6.62,0,0.10843373493975904,13,0,0,0,0,0,0,0,1,0
23,0.011007338225483655,7.0,0.0318840579710145,11.14,0,0.024096385542168676,4,0,0,1,0,0,0,0,0,0
24,0.005715143428952635,4.0,0.15942028985507245,9.88,0,0.1927710843373494,4,0,0,0,0,0,0,1,0,0
23,0.008505670446964642,5.0,0.5652173913043479,12.53,1,0.43373493975903615,3,0,0,1,0,0,0,0,1,0
24,0.004836557705136758,8.0,0.17101449275362318,9.99,0,0.22891566265060243,2,0,0,1,0,0,1,0,0,0
24,0.002134756504336224,1.0,0.13043478260869565,14.22,1,0.3614457831325301,4,0,0,1,1,0,0,0,0,1
22,0.015677118078719146,1.0,0.7101449275362319,10.99,1,0.31325301204819284,4,0,0,0,0,0,0,0,0,0
33,0.018512341561040695,1.0,0.472463768115942,5.42,0,0.18072289156626506,6,0,0,0,0,0,0,0,0,0
25,0.029352901934623084,9.0,0.40289855072463765,10.99,0,0.0963855421686747,2,0,0,0,0,1,0,0,0,0
25,0.017011340893929288,3.0,0.3333333333333333,6.54,0,0.13253012048192772,2,0,0,0,0,0,0,0,0,0
22,0.004169446297531688,6.0,0.3333333333333333,5.42,1,0.49397590361445787,4,0,0,0,0,0,0,1,0,0
24,0.004336224149432955,6.0,0.13043478260869565,12.69,1,0.20481927710843376,2,0,0,1,1,0,0,0,0,0
25,0.004936624416277518,5.0,0.1326086956521739,5.79,0,0.18072289156626506,2,0,0,1,0,0,0,1,0,0
24,0.006837891927951968,0.0,0.2753623188405797,13.11,0,0.26506024096385544,4,0,0,1,0,0,0,0,1,1
29,0.007338225483655771,4.0,0.2753623188405797,10.62,0,0.2530120481927711,10,0,0,1,0,0,0,0,1,0
38,0.012675116744496333,2.0,0.13043478260869565,13.85,0,0.07228915662650602,15,0,0,0,0,0,1,0,0,0
29,0.006837891927951968,13.0,0.42028985507246375,11.49,0,0.3975903614457832,8,0,1,0,0,0,0,0,1,0
41,0.011174116077384923,1.0,0.3333333333333333,10.99,0,0.20481927710843376,15,0,0,0,0,0,0,0,0,0
24,0.011674449633088727,6.0,0.13043478260869565,15.27,1,0.08433734939759038,4,0,0,1,1,0,0,0,0,0
23,0.01084056037358239,7.0,0.24637681159420288,11.49,0,0.15662650602409642,2,0,0,1,0,0,0,1,0,0
23,0.017678452301534357,1.0,0.5072463768115942,10.37,0,0.1927710843373494,3,0,0,0,0,0,0,1,0,0
23,0.0045030020013342225,3.0,0.0782608695652174,11.49,0,0.12048192771084339,4,0,0,1,1,0,0,0,0,0
27,0.0063375583722481655,1.0,0.3326086956521739,12.53,0,0.3493975903614458,6,0,0,1,0,0,1,0,0,0
24,0.011407605070046699,0.0,0.42028985507246375,10.99,0,0.2530120481927711,3,0,0,0,0,1,0,0,0,0
27,0.00867244829886591,4.0,0.2768115942028985,9.63,0,0.21686746987951808,8,0,0,0,0,0,0,0,0,0
32,0.010173448965977317,3.0,0.09057971014492754,6.03,0,0.07228915662650602,8,0,0,1,0,1,0,0,0,0
24,0.011007338225483655,0.0,0.1717391304347826,13.72,0,0.10843373493975904,2,0,0,1,0,0,1,0,0,0
30,0.007671781187458306,0.0,0.2753623188405797,10.99,0,0.24096385542168677,9,0,0,0,0,0,0,0,1,0
28,0.016010673782521682,6.0,0.6811594202898551,11.48,0,0.2891566265060241,9,0,0,0,0,0,1,0,0,0
28,0.0057371581054036025,3.0,0.13043478260869565,13.49,0,0.15662650602409642,6,0,0,1,0,0,0,0,0,1
24,0.004336224149432955,0.0,0.13043478260869565,11.14,0,0.20481927710843376,2,0,0,1,1,0,0,0,0,0
21,0.0023348899266177454,1.0,0.0782608695652174,8.49,1,0.21686746987951808,2,0,0,1,0,0,0,0,1,0
24,0.011824549699799868,8.0,0.08695652173913043,6.39,0,0.06024096385542169,3,0,0,0,0,1,0,0,0,0
45,0.010006671114076052,3.0,0.15942028985507245,7.29,0,0.10843373493975904,14,0,0,0,0,0,1,0,0,0
31,0.0018345563709139426,3.0,0.043478260869565216,16.89,1,0.15662650602409642,8,0,0,0,0,0,0,0,0,1
45,0.008338892595063374,3.0,0.18840579710144925,10.99,1,0.15662650602409642,16,0,0,1,1,0,0,0,0,0
22,0.020680453635757174,6.0,0.6115942028985507,6.91,0,0.20481927710843376,4,0,0,0,0,0,0,0,1,0
23,0.02284856571047365,1.0,0.42028985507246375,10.99,0,0.13253012048192772,3,0,0,0,0,0,0,0,1,0
47,0.014342895263509008,1.0,0.7101449275362319,15.65,1,0.33734939759036153,17,0,0,1,0,0,0,0,1,1
39,0.032855236824549695,6.0,0.3768115942028985,11.49,0,0.08433734939759038,16,0,0,1,0,0,0,0,1,0
23,0.005336891260840561,0.0,0.07246376811594203,10.99,1,0.0963855421686747,4,0,0,1,0,0,0,1,0,0
27,0.005003335557038025,3.0,0.2753623188405797,13.49,1,0.3493975903614458,10,0,0,1,0,0,0,0,1,0
27,0.017678452301534357,5.0,0.5072463768115942,9.91,0,0.1927710843373494,5,0,0,1,0,0,1,0,0,0
22,0.01684456304202802,6.0,0.15942028985507245,14.22,0,0.07228915662650602,3,0,0,0,0,0,0,1,0,1
22,0.005002668445630421,1.0,0.21739130434782605,10.51,1,0.2891566265060241,3,0,0,1,0,0,0,0,0,0
26,0.006003335557038025,10.0,0.42028985507246375,13.06,1,0.45783132530120485,3,0,0,1,0,0,1,0,0,1
25,0.008338892595063374,7.0,0.3333333333333333,16.49,0,0.26506024096385544,3,0,0,0,0,0,0,1,0,1
23,0.0037358238825883922,8.0,0.20289855072463767,12.73,0,0.33734939759036153,4,0,0,1,0,0,0,0,1,0
21,0.007713809206137424,4.0,0.13043478260869565,11.46,0,0.12048192771084339,2,0,0,1,0,0,0,0,0,0
27,0.0045363575717144765,2.0,0.2579710144927536,6.91,0,0.3614457831325301,5,0,0,1,0,0,1,0,0,0
38,0.012841894596397598,3.0,0.2753623188405797,14.27,0,0.14457831325301204,11,0,0,0,0,0,0,0,0,0
29,0.009756504336224148,13.0,0.13043478260869565,11.36,0,0.0963855421686747,5,0,0,0,0,0,1,0,0,0
21,0.0037191460973982652,4.0,0.20289855072463767,6.62,0,0.3493975903614458,4,0,1,0,0,0,1,0,0,0
22,0.005003335557038025,0.0,0.08695652173913043,14.27,0,0.12048192771084339,3,0,0,1,0,0,0,0,0,1
22,0.006504336224149433,3.0,0.0608695652173913,10.99,0,0.07228915662650602,4,0,0,0,0,0,0,0,1,0
22,0.008338892595063374,3.0,0.24637681159420288,7.51,0,0.20481927710843376,3,0,0,0,0,0,0,1,0,0
28,0.0026684456304202804,0.0,0.20289855072463767,9.76,1,0.45783132530120485,9,0,0,1,0,0,1,0,0,0
